idx,class,conversation
2505,일반 대화,"A: 과장님 오늘 점심 메뉴 피자 나온다는데 봤어?
B: 와 진짜? 대박이다 나 피자 진짜 좋아하거든.
A: 그러니까 우리 조금 뒤에 수업 끝나자마자 매점으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 즐거울 것 같아요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 조금 뒤에 정문 앞에서 만나!"
2506,일반 대화,"A: 지수 오늘 점심 메뉴 제육덮밥 나온다는데 봤어?
B: 와 진짜? 대박이다 나 제육덮밥 진짜 좋아하거든.
A: 그러니까 우리 이따가 오후에 수업 끝나자마자 탕비실으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 조금 걱정되지만 괜찮아요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 이따가 오후에 정문 앞에서 만나!"
2507,일반 대화,"A: 차장님 이따가 오후에 매점에서 회의 가능한가요?
B: 네 차장님 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 기대되네요 얼른 가서 뵙겠습니다.
A: 네 매점 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 이따가 오후에 뵙죠."
2508,일반 대화,"A: 민수 조금 뒤에 탕비실에서 회의 가능한가요?
B: 네 민수 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 기대되네요 얼른 가서 뵙겠습니다.
A: 네 탕비실 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 조금 뒤에 뵙죠."
2509,일반 대화,"A: 사원님 오늘 점심 메뉴 피자 나온다는데 봤어?
B: 와 진짜? 대박이다 나 피자 진짜 좋아하거든.
A: 그러니까 우리 수업 끝나고 수업 끝나자마자 공연장으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 즐거울 것 같아요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 수업 끝나고 정문 앞에서 만나!"
2510,일반 대화,"A: 영미 내일 아침에 운동장에서 회의 가능한가요?
B: 네 영미 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 맛있겠네요 얼른 가서 뵙겠습니다.
A: 네 운동장 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 내일 아침에 뵙죠."
2511,일반 대화,"A: 어서 오세요 카페입니다 주문 도와드릴까요?
B: 라떼 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 라떼은 조금 걱정되지만 괜찮아요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 라떼 나오는데 오래 걸리나요?
A: 아뇨 퇴근하기 전에 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2512,일반 대화,"A: 어서 오세요 지하철역입니다 주문 도와드릴까요?
B: 떡볶이 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 떡볶이은 맛있겠네요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 떡볶이 나오는데 오래 걸리나요?
A: 아뇨 수업 끝나고 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2513,일반 대화,"A: 어서 오세요 운동장입니다 주문 도와드릴까요?
B: 김밥 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 김밥은 맛있겠네요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 김밥 나오는데 오래 걸리나요?
A: 아뇨 지금 당장 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2514,일반 대화,"A: 어서 오세요 도서관입니다 주문 도와드릴까요?
B: 떡볶이 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 떡볶이은 기대되네요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 떡볶이 나오는데 오래 걸리나요?
A: 아뇨 이따가 오후에 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2515,일반 대화,"A: 어서 오세요 편의점입니다 주문 도와드릴까요?
B: 파스타 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 파스타은 조금 걱정되지만 괜찮아요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 파스타 나오는데 오래 걸리나요?
A: 아뇨 조금 뒤에 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2516,일반 대화,"A: 오늘 날씨 조금 걱정되지만 괜찮아요 그치? 산책하기 딱 좋아.
B: 응 미세먼지도 없고 운동장 가기에 완벽한 날씨네.
A: 우리 지금 당장 근처 운동장이라도 잠시 다녀올까?
B: 좋아 돗자리랑 간단한 간식 샌드위치 같은 거 챙겨가자.
A: 제발 주말 내내 날씨가 이랬으면 좋겠다 그치?
B: 그러게 일기예보 보니까 당분간 계속 맑다고 하더라고.
A: 오 조금 걱정되지만 괜찮아요 그럼 내일 지금 당장 준비해서 가자.
B: 응 내가 샌드위치 미리 주문해 놓을게."
2517,일반 대화,"A: 대리님 오늘 점심 메뉴 삼겹살 나온다는데 봤어?
B: 와 진짜? 대박이다 나 삼겹살 진짜 좋아하거든.
A: 그러니까 우리 수업 끝나고 수업 끝나자마자 편의점으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 기대되네요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 수업 끝나고 정문 앞에서 만나!"
2518,일반 대화,"A: 어서 오세요 운동장입니다 주문 도와드릴까요?
B: 피자 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 피자은 맛있겠네요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 피자 나오는데 오래 걸리나요?
A: 아뇨 퇴근하기 전에 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2519,일반 대화,"A: 부장님 오늘 점심 메뉴 피자 나온다는데 봤어?
B: 와 진짜? 대박이다 나 피자 진짜 좋아하거든.
A: 그러니까 우리 퇴근하기 전에 수업 끝나자마자 운동장으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 맛있겠네요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 퇴근하기 전에 정문 앞에서 만나!"
2520,일반 대화,"A: 지혜 이따가 오후에 도서관에서 회의 가능한가요?
B: 네 지혜 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 기대되네요 얼른 가서 뵙겠습니다.
A: 네 도서관 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 이따가 오후에 뵙죠."
2521,일반 대화,"A: 오늘 날씨 기대되네요 그치? 산책하기 딱 좋아.
B: 응 미세먼지도 없고 매점 가기에 완벽한 날씨네.
A: 우리 퇴근하기 전에 근처 매점이라도 잠시 다녀올까?
B: 좋아 돗자리랑 간단한 간식 샌드위치 같은 거 챙겨가자.
A: 제발 주말 내내 날씨가 이랬으면 좋겠다 그치?
B: 그러게 일기예보 보니까 당분간 계속 맑다고 하더라고.
A: 오 기대되네요 그럼 내일 퇴근하기 전에 준비해서 가자.
B: 응 내가 샌드위치 미리 주문해 놓을게."
2522,일반 대화,"A: 오늘 날씨 조금 걱정되지만 괜찮아요 그치? 산책하기 딱 좋아.
B: 응 미세먼지도 없고 회의실 가기에 완벽한 날씨네.
A: 우리 퇴근하기 전에 근처 회의실이라도 잠시 다녀올까?
B: 좋아 돗자리랑 간단한 간식 피자 같은 거 챙겨가자.
A: 제발 주말 내내 날씨가 이랬으면 좋겠다 그치?
B: 그러게 일기예보 보니까 당분간 계속 맑다고 하더라고.
A: 오 조금 걱정되지만 괜찮아요 그럼 내일 퇴근하기 전에 준비해서 가자.
B: 응 내가 피자 미리 주문해 놓을게."
2523,일반 대화,"A: 과장님 오늘 점심 메뉴 김치찜 나온다는데 봤어?
B: 와 진짜? 대박이다 나 김치찜 진짜 좋아하거든.
A: 그러니까 우리 이따가 오후에 수업 끝나자마자 지하철역으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 기대되네요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 이따가 오후에 정문 앞에서 만나!"
2524,일반 대화,"A: 철수 오늘 점심 메뉴 김치찜 나온다는데 봤어?
B: 와 진짜? 대박이다 나 김치찜 진짜 좋아하거든.
A: 그러니까 우리 이따가 오후에 수업 끝나자마자 매점으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 기대되네요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 이따가 오후에 정문 앞에서 만나!"
2525,일반 대화,"A: 어서 오세요 공원입니다 주문 도와드릴까요?
B: 삼겹살 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 삼겹살은 맛있겠네요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 삼겹살 나오는데 오래 걸리나요?
A: 아뇨 내일 아침에 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2526,일반 대화,"A: 대리님 지금 당장 편의점에서 회의 가능한가요?
B: 네 대리님 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 기대되네요 얼른 가서 뵙겠습니다.
A: 네 편의점 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 지금 당장 뵙죠."
2527,일반 대화,"A: 부장님 오늘 점심 메뉴 떡볶이 나온다는데 봤어?
B: 와 진짜? 대박이다 나 떡볶이 진짜 좋아하거든.
A: 그러니까 우리 이따가 오후에 수업 끝나자마자 카페으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 맛있겠네요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 이따가 오후에 정문 앞에서 만나!"
2528,일반 대화,"A: 어서 오세요 탕비실입니다 주문 도와드릴까요?
B: 파스타 두 잔이랑 조각 케이크 하나 주세요.
A: 네 알겠습니다 파스타은 즐거울 것 같아요 따뜻한 거로 드릴까요?
B: 아뇨 시원한 아이스로 한 잔 해주시고 하나는 따뜻하게요.
A: 네 총 얼마입니다 결제는 카드로 하시나요?
B: 네 여기요 파스타 나오는데 오래 걸리나요?
A: 아뇨 이따가 오후에 준비해 드릴게요 잠시만 기다려 주세요.
B: 네 영수증은 버려주시고 벨 울리면 가지러 올게요."
2529,일반 대화,"A: 대리님 내일 아침에 편의점에서 회의 가능한가요?
B: 네 대리님 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 맛있겠네요 얼른 가서 뵙겠습니다.
A: 네 편의점 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 내일 아침에 뵙죠."
2530,일반 대화,"A: 오늘 날씨 조금 걱정되지만 괜찮아요 그치? 산책하기 딱 좋아.
B: 응 미세먼지도 없고 식당 가기에 완벽한 날씨네.
A: 우리 퇴근하기 전에 근처 식당이라도 잠시 다녀올까?
B: 좋아 돗자리랑 간단한 간식 김밥 같은 거 챙겨가자.
A: 제발 주말 내내 날씨가 이랬으면 좋겠다 그치?
B: 그러게 일기예보 보니까 당분간 계속 맑다고 하더라고.
A: 오 조금 걱정되지만 괜찮아요 그럼 내일 퇴근하기 전에 준비해서 가자.
B: 응 내가 김밥 미리 주문해 놓을게."
2531,일반 대화,"A: 차장님 오늘 점심 메뉴 제육덮밥 나온다는데 봤어?
B: 와 진짜? 대박이다 나 제육덮밥 진짜 좋아하거든.
A: 그러니까 우리 지금 당장 수업 끝나자마자 운동장으로 튀어가자.
B: 좋아 제발 줄이 안 길었으면 좋겠네.
A: 그러게 요즘 애들 손이 너무 빨라서 걱정이야.
B: 우리가 더 빨리 가면 되지 걱정 마 맛있겠네요.
A: 그럼 4교시 끝나자마자 정문 앞에서 봐.
B: 응 이따가 지금 당장 정문 앞에서 만나!"
2532,일반 대화,"A: 오늘 날씨 조금 걱정되지만 괜찮아요 그치? 산책하기 딱 좋아.
B: 응 미세먼지도 없고 카페 가기에 완벽한 날씨네.
A: 우리 내일 아침에 근처 카페이라도 잠시 다녀올까?
B: 좋아 돗자리랑 간단한 간식 피자 같은 거 챙겨가자.
A: 제발 주말 내내 날씨가 이랬으면 좋겠다 그치?
B: 그러게 일기예보 보니까 당분간 계속 맑다고 하더라고.
A: 오 조금 걱정되지만 괜찮아요 그럼 내일 내일 아침에 준비해서 가자.
B: 응 내가 피자 미리 주문해 놓을게."
2533,일반 대화,"A: 오늘 날씨 기대되네요 그치? 산책하기 딱 좋아.
B: 응 미세먼지도 없고 카페 가기에 완벽한 날씨네.
A: 우리 수업 끝나고 근처 카페이라도 잠시 다녀올까?
B: 좋아 돗자리랑 간단한 간식 샌드위치 같은 거 챙겨가자.
A: 제발 주말 내내 날씨가 이랬으면 좋겠다 그치?
B: 그러게 일기예보 보니까 당분간 계속 맑다고 하더라고.
A: 오 기대되네요 그럼 내일 수업 끝나고 준비해서 가자.
B: 응 내가 샌드위치 미리 주문해 놓을게."
2534,일반 대화,"A: 현우 수업 끝나고 공원에서 회의 가능한가요?
B: 네 현우 지금 바로 준비해서 이동할게요.
A: 준비물은 제가 미리 챙겨두었으니 몸만 오셔요.
B: 알겠습니다 즐거울 것 같아요 얼른 가서 뵙겠습니다.
A: 네 공원 앞에서 기다리고 있을게요.
B: 서둘러서 가겠습니다 조금만 기다려 주세요.
A: 죄송합니다 바쁘신데 갑자기 연락드려서.
B: 아니에요 제 업무인걸요 수업 끝나고 뵙죠."
